,Az,Ae,Kz,Ke,Cz,Ca,Ck,Ce,BAz,BAe,BKz,BKe,BΦZ,BΦE,Gz,Ge,∂Az/∂t (finite diff.),∂Ae/∂t (finite diff.),∂Kz/∂t (finite diff.),∂Ke/∂t (finite diff.),RGz,RKz,RGe,RKe
2024-12-13 12:00:00,253119.27955475892,98234.65164877937,1392195.0740622405,292034.3867079564,15.239816776398502,0.33488795611676936,-1.0546625940127345,19.895629986348034,3.289233983738502,-0.01543177145744231,-14.620831863469359,-9.382418549239876,-18.49861060793216,-9.44101278339951,13.083478860690885,13.049092361926379,4.764342943896152,2.7400637636007983,-3.3836078775893785,3.8835783374455435,17.049813692672924,-2.9479301965057907,22.316237565289505,-7.684295693675349
2024-12-13 15:00:00,304574.18334883737,127827.340295668,1355652.1089842753,333977.03275236825,16.01170414428928,1.2981059605907408,-1.8216786517579784,20.783115908889677,4.615014741531034,0.4766615398940516,-18.192436457528043,-9.346696744401555,-21.847829998574475,-13.617477629442822,16.77337379252701,18.829710229207926,4.126489449090164,2.7512514722703107,-1.7910125648033595,5.257688658705827,16.821284812439146,2.2113984001933815,21.759599880675193,-8.000409157540272
2024-12-13 18:00:00,342251.45165510644,157661.68344981808,1353509.202662488,405600.46173600224,18.761136480766357,2.816738426913467,-2.0502500732617297,28.398621789043247,6.910296189758099,0.8134575601974435,-16.628357140418686,-12.307310967725417,-25.536285635807598,-17.720558238579784,17.328585411681125,23.863519159384957,0.47072070348188355,0.6727177914227812,-0.06757078897956052,2.427210640865556,15.138299421403609,-0.1501000560655008,25.441143593355118,-15.714350253714002
2024-12-13 21:00:00,314741.75054404605,142358.04459040007,1354192.5799423167,386404.78259506426,17.021153508684794,2.003183606480969,-2.5081068677986167,19.03347945347867,6.470036086097149,0.25555299149379407,-18.84526158700194,-11.091847299252754,-19.01512978652793,-16.599012572209002,13.627137098954682,16.102298119489316,-2.032685010650325,-2.1080423136694777,-1.6155901924275289,-1.2252372923023225,10.521616018418289,2.716624753688233,14.66670054183443,-11.674976314326853
2024-12-14 00:00:00,298345.4554250594,112127.96947455737,1318612.4545060534,379135.3362222721,8.430421077568258,0.6823000536708639,-4.924839806879576,8.860113286230378,4.4064898297407735,0.07946146185003157,-15.267420969443386,-9.56227311228079,-15.080588845456038,-11.965834455473159,5.716157570608482,7.605276022280296,2.4579628713383594,-2.1885827405976017,-5.470955452479571,-2.6528897019983804,7.16419417283671,6.29088424627513,5.909769030111881,-6.875569682827544
2024-12-14 03:00:00,367833.7485649546,95084.65739349187,1236019.942168758,329102.36503189924,7.3298355150174315,-0.4453639300288615,-5.298581443966789,2.188500698182935,3.498978155477026,0.8117440200975468,-10.438642092445424,-6.444102231113758,-5.993246824274531,-6.547800277919028,3.6391140570936478,2.1588750517978235,3.527234316179251,-0.5123371577124858,-7.514203950674608,-3.6972038671580205,6.912727745690795,0.8931840707201744,1.3097834504017638,-4.740183778193986
2024-12-14 06:00:00,374533.71665453125,101061.48686796767,1156305.6491714818,299275.73269165884,6.968492198304482,-0.4499375591404697,-5.269372078458399,1.9273295138266147,-0.0034001411807341453,1.0165877474470815,-7.756929592276975,-1.7313753645143837,1.0569395792402283,-3.4718013016927065,4.73334688458938,2.0068529737510734,0.746017073193081,0.2928639468052252,-5.133730982149352,-0.7975377721955468,7.267971853537827,0.9240784902815404,1.6535432723252281,-6.262863999966176
2024-12-14 09:00:00,383947.71734592516,101410.51864448473,1125131.352954332,311875.54915247543,2.2466859406276387,-0.013104305981994012,-5.931274993452579,3.386506253316093,-0.32985464223584615,-0.3233783043329423,-2.939112707415298,1.0076634380982252,-3.7260967263944664,-7.374603245574509,3.2730543072499834,3.5063632213513998,0.2679581525518922,0.10714005300833378,-4.993720622833929,1.230888061482703,2.8313944294333826,1.6299811374063098,3.830128916639363,-9.094556623384195
2024-12-14 12:00:00,380321.6127496521,103375.71201294768,1048441.283718269,325862.9148196852,2.006098994758599,-0.17157347738662596,-4.475229650093554,3.3799496996055938,-1.0484521642706004,0.07453008836537413,-3.6645149906824313,1.4815577855535345,-3.143291502180004,-5.342502965397209,5.087678185656515,3.988566897431874,2.9505679338707114,0.9333750014637533,-4.909159995860079,-0.049142698484097816,5.833545615513286,1.2244856501573067,4.410368090090599,-9.38587983373678
2024-12-14 15:00:00,447679.9847175325,121571.4186761018,1019093.4970437543,310814.0668652189,0.871146382054223,0.05633700053422798,-3.6673947258843813,3.3134976833072103,-1.8629929776944518,-0.6952944433529129,-2.023002572022012,1.572336472440103,-6.593927062308646,-8.343420139681076,5.986099498418663,6.013182594851176,5.29578570918958,2.4394122019829445,1.64787598877153,-1.4585811133548257,8.086262069472482,6.4671269046237,6.39186732810884,-10.011809994986521
2024-12-14 18:00:00,494710.58406814706,156067.01557577928,1084035.405075734,294357.562771221,-2.9288858998811915,-0.06813619221308743,-3.7472783226555895,5.142112368016692,-1.2763431498085953,-1.0514729967270982,-0.29579286396490156,0.7239169635614141,-2.1482824863545766,-2.724793496770044,2.8359022384548442,7.567780730544078,1.332858605602378,0.7532069008998857,-1.3024038361418826,-0.8081786484310389,-0.38782033668330573,5.6695532503598,7.014928457856763,-10.421486302664734
2024-12-14 21:00:00,476469.7305985439,137840.68773553934,990961.5741830897,293357.4080591085,-3.7438248979787465,0.32985532755091534,-4.811061020432331,6.519299584377248,-2.4199432406992525,-2.007100610090401,2.767973863199555,1.9142538758907608,-6.318393550589399,-11.851555050635904,-1.2856949682998882,5.734520771118029,-3.4479039664482953,-2.123910148629592,-5.011972289187154,0.631828146385672,-4.441930296176873,0.7749397660243682,6.072634718287141,-12.612786334314668
2024-12-15 00:00:00,420235.8583928639,110190.5563653801,975776.8036292915,308005.0507331515,-1.370875157576868,0.766206088423683,-4.213192167466191,7.363335635383238,-2.3543821044769033,-1.9430383031722551,3.0657669397288525,2.179232419046415,-5.557209575747569,-16.70848586302035,-1.443650329743682,6.206137655117242,-5.778225692955463,-1.5661411348423442,0.6598137163556034,1.2011219060331173,-4.028512657631744,3.17811410166981,6.974026715289465,-12.554638315862725
2024-12-15 03:00:00,351660.0556307059,104012.0392229447,1005213.5504563707,319301.6412294238,-2.1919283008142525,1.1334520163216146,-3.435568233835831,6.301483204322861,-2.598150879485733,-1.4566946736144164,2.8295951967243305,2.2153624755734134,-1.3880391884386276,-14.243711256005035,-2.495053692304994,4.914784881003787,-5.029242139459931,-0.25234943932203385,6.283168714649024,1.298380121903163,-3.4895675444668357,9.081070052574777,6.3723764222936286,-10.654033791828944
2024-12-15 06:00:00,311604.2281805294,104739.80847602416,1111493.2478657104,336050.0613662598,-4.033059866105525,1.151831037708035,-3.8963417284147632,4.750313483702032,-2.656578836190959,-1.5499712003548147,1.4885842838067054,1.855871625419394,0.7686434400262391,-12.805298188358762,-3.3200683095581187,3.5072976212068734,-2.863554951158011,0.16095308046760895,7.804430948636889,1.849709015604633,-3.088204943364542,14.24524825935047,5.309406726816421,-8.652817821931556
2024-12-15 09:00:00,289807.26868569286,107488.62576104506,1173789.2589469275,359255.3559664839,-4.581302191436159,1.261493735511085,-4.700551891985401,3.866821565137213,-1.6188705017044016,-1.595444122905934,2.3153478910628396,2.6529582007063977,2.311667244995679,-8.417266148845822,-3.5059025331456324,2.0262082474835412,-0.9718851850201975,0.0715621444645418,1.8931116196811437,2.7629185083575996,-2.6728231392408706,8.859617812039865,4.2723340969966035,-8.457413149471412
2024-12-15 12:00:00,290611.5081840931,106285.55079645826,1152384.458850823,395729.10114678397,-3.7028027286032588,1.2911994171468506,-5.374666031057764,2.8216599257909163,-0.7181675823790927,-1.8302574767675774,3.2825197344762604,1.7402723245326366,2.8852711977477576,-7.162286025149122,-0.8299013791545978,0.8927202777151081,2.8872315776762036,0.0451540094821104,0.3167995876252017,2.5721561989997874,1.1937958485988882,6.111748612809965,3.4058719948937535,-7.3644420823815295
2024-12-15 15:00:00,352171.47076349886,108463.95236585864,1180632.1300396319,414813.9298648793,-5.146674004669792,1.3953270369230037,-6.033826650280211,2.8580847614460527,1.0988772694611832,-1.8096223857818288,4.340821758396158,-0.4291835660975525,7.039252484935655,-5.2679074890397874,0.8864804695352934,1.2840749345331244,2.4286129457220684,0.7107639326597706,-0.2964506197212419,2.897725635811186,-2.4216112914859025,6.543228276832602,3.983144042964648,-5.565002209817525
2024-12-15 18:00:00,343069.5478116898,121638.05174190931,1145981.1254648443,458319.9748803056,-4.743148513705552,1.5188786935404002,-7.907193303182493,3.5829238463203015,2.0033898388536318,-1.9500903610432812,3.1999510246773295,-0.1225535285127096,16.506213535289262,8.304567640224054,-1.6148018106278141,1.3733889674554463,-1.4164026639644134,0.17326895262403114,-2.476198246942249,3.908132411242663,-6.644062322983196,6.974192545268465,4.187404466447213,-7.459431209747421
2024-12-15 21:00:00,321577.17322186753,112206.56174253771,1127146.2479056793,499229.5899477208,-2.8441290290570183,1.3753174650099405,-9.204579229416487,4.353304326296176,1.758553443232153,-1.7691150515976648,4.11940731320714,-1.5781226288512278,17.818124361249147,7.4929219981325375,-3.6274721973605972,1.7003844127120704,-4.345009225763998,-0.3727892164064926,1.2088893543247616,4.894137074605915,-7.572374233043228,9.138190299591127,4.374312696477408,-7.085623852255521
2024-12-16 00:00:00,249217.34853518743,113585.80466752907,1172093.1355182591,564033.3356917934,-1.111976508065362,1.0569337376422845,-11.623847009287779,3.8658489498832873,2.0688235403138746,-1.9556686013559208,2.688675418420565,-1.1069691649035214,31.559148160910357,20.627972114846134,-2.9928279872611308,4.599126131451178,-6.699983767285195,0.12770767823994025,4.161748853016653,6.000346828154865,-8.823850078022147,14.208896951949228,4.892291491836864,-8.38237996611268
